title	link	date	abstract	author	surtitle	source
Der endlose Krieg	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A113599518	2022-01-10	"... 
Beirut - Für die Huthi ergab sich am 2. Januar einmal mehr die
Gelegenheit, ihre Macht in Jemen zu demonstrieren. Kommandoeinheiten
der schiitischen Bewegung, deren offizieller Titel Ansar Allah -
Unterstützer Gottes - lautet, brachten die Rwabi in ihre Gewalt. Das
unter Flagge der Vereinigten Arabischen Emirate fahrende Schiff habe
 ..."		Seit sieben Jahren tobt in Jemen ein unübersichtlicher Bürgerkrieg. Mittlerweile demonstriert die Aufstandsbewegung ihre Macht  am Roten Meer, im Kampf um die Stadt Marib steht sie vor einem Sieg. Es droht eine humanitäre Katastrophe	SZ
Jemen wird zu Saudi-Arabiens Albtraum	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A113883485	2022-01-09	"... 
Für die Huthi ergab sich am 2. Januar einmal mehr die Gelegenheit, ihre
Macht in Jemen zu demonstrieren. Kommandoeinheiten der schiitischen
Bewegung, deren offizieller Titel Ansar Allah - Unterstützer Gottes -
lautet, brachten die Rwabiin ihre Gewalt. Das unter Flagge der
Vereinigten Arabischen Emirate fahrende Schiff habe Kriegsgerät
 ..."		Krieg	SZ
Es fehlt an Dolmetschern	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A113456639	2021-12-23	"... 
auf dem ehemaligen Fliegerhorst von Fürstenfeldbruck, zwei Drittel von
ihnen stammen aus Afghanistan und Jemen. Aber es fehlt an Dolmetschern,
kritisieren sowohl der Bayerische Flüchtlingsrat als auch die Brucker
Caritas. Als ""Blüte des Bürokratismus"", rügt Katharina Grote vom
Bayerischen Flüchtlingsrat, dass die Menschen zu Behördengängen nach
 ..."		Immer mehr Geflüchtete aus Afghanistan und Jemen kommen derzeit ins Ankerzentrum in Fürstenfeldbruck.  Eine ideale Betreuung scheitert allerdings oft an der Sprachbarriere	SZ
Söldnerpläne aus dem Schwarzwald	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A113102959	2021-10-21	"... 
Leute starke Söldnertruppe aufzubauen. Die Söldner hätten in den
Bürgerkrieg in Jemen eingreifen sollen, um dort Friedensverhandlungen
zwischen der von Saudi-Arabien unterstützten jemenitischen Regierung
und den Huthi-Rebellen zu erzwingen. Geld dafür haben sich die beiden
Beschuldigten demnach vor allem aus Saudi-Arabien erhofft. Die
 ..."		Zwei ehemalige Fallschirmjäger der Bundeswehr sollen vorgehabt haben, mit einer von ihnen befehligten Truppe in Jemen einzugreifen.  Die Bundesanwaltschaft wirft den Männern vor, sie hätten eine terroristische Vereinigung gründen wollen	SZ
Militärallianz um Saudi-Arabien greift Ziele in Jemen an	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A106034923	2019-09-20	"... 
Sechs Tage nach den Angriffen auf Ölanlagen in Saudi-Arabien hat die
von dem Königreich angeführte Militärallianz Ziele in Jemen
angegriffen. Bei den Attacken seien vier militärische Ziele im Norden
der Hafenstadt Hudaida zerstört worden, erklärte das Militärbündnis am
Freitag. Dort seien unter anderem Seeminen produziert worden.
 ..."		Golfkrise	SZ
Zwischen Erzfeinden	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A106011621	2019-09-18	"... 
zum Besseren zu suchen, wenn alle Vorzeichen auf Eskalation stehen.
Insofern handelte der Jemen-Beauftragte der Vereinten Nationen
folgerichtig, als er am Montag auf Twitter und in einem Meinungsbeitrag
für die New York Times ""informelle und strukturierte Gespräche"" mit
allen beteiligten Akteuren ankündigte. Martin Griffiths zielt dabei
 ..."		"Der Jemenkrieg eskaliert. Die UN wollen ein ""umfassendes Friedensabkommen"""	SZ
Marschflugkörper  des kleinen Mannes	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A105973501	2019-09-16	"... 
eine Einrichtung von zentraler strategischer Bedeutung für das
Königreich. Die Ansrullah-Bewegung aus Jemen, im Westen besser bekannt
als Huthi-Miliz, lassen über ihren in Beirut ansässigen Fernsehsender
Al-Masirah wissen, sie hätten die Anlage etwa 25 Kilometer von Dammam
am Persischen Golf angegriffen und zudem Khurais, das zweitgrößte
 ..."		Billigdrohnen erlauben es der Huthi-Miliz in Jemen,  die bestens bewaffneten Saudis in Bedrängnis zu bringen	SZ
Benefizkonzert für Jemen, Kostümverkauf oder Poetry Slam	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A102420681	2019-02-07	"... 
[] Mehr als 70 000 Menschen kamen im Krieg im Jemen bislang ums Leben,
geschätzt 14 Millionen Menschen müssen Hunger leiden. Im Entsetzen über
das Ausmaß wurde ein Benefizkonzert im Feierwerk ins Leben gerufen, bei
dem fünf verschiende Bands aus Eritrea und Italien auftreteten. Die
Einnahmen des Abends gehen an Hilfsprojekte im Jemen von Misereor und
 ..."		Tipps fürs Wochenende	SZ
Franziskus besucht  Vereinigte Emirate	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A102394157	2019-02-05	"... 
Emiraten (VAE) hat Papst Franziskus dazu aufgerufen, die Kriege in
Jemen und Syrien zu beenden. ""Krieg schafft nichts als Elend, Waffen
nichts als Tod"", sagte er am Montag bei einem interreligiösen Treffen
in Abu Dhabi. Die ""katastrophalen Folgen"" von Krieg zeigten sich in
Jemen, in Syrien, im Irak und in Libyen. Die VAE unterstützen die von
 ..."		Papst ruft auf, Kriege zu beenden,  und nennt ausdrücklich auch Jemen	SZ
Franziskus besucht  Vereinigte Emirate	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A102394151	2019-02-05	"... 
Emiraten (VAE) hat Papst Franziskus aufgerufen, die Kriege zu beenden,
unter anderem in Jemen und Syrien. ""Krieg schafft nichts als Elend,
Waffen nichts als Tod"", sagte er am Montag vor Hunderten Teilnehmern
eines interreligiösen Treffens in Abu Dhabi. Die ""katastrophalen
Folgen"" von Krieg zeigten sich in Jemen, in Syrien, im Irak und in
 ..."		Papst ruft auf, Kriege zu beenden,  und nennt ausdrücklich auch Jemen	SZ
Franziskus besucht  Vereinigte Emirate	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A102394148	2019-02-05	"... 
Emiraten (VAE) hat Papst Franziskus aufgerufen, die Kriege zu beenden,
unter anderem in Jemen und Syrien. ""Krieg schafft nichts als Elend,
Waffen nichts als Tod"", sagte er am Montag vor Hunderten Teilnehmern
eines interreligiösen Treffens in Abu Dhabi. Die ""katastrophalen
Folgen"" von Krieg zeigten sich in Jemen, in Syrien, im Irak und in
 ..."		Papst ruft auf, Kriege zu beenden,  und nennt ausdrücklich auch Jemen	SZ
Franziskus besucht  Vereinigte Emirate	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A102393028	2019-02-05	"... 
ein Gästebuch im Präsidentenpalast in Abu Dhabi ein. Indes forderte
Human Rights Watch den Papst auf, Menschenrechtsverletzungen in Jemen
anzuprangern. Es ist die erste Reise eines katholischen
Kirchenoberhaupts auf die Arabische Halbinsel, dem Geburtsort des
Islam. Am Montagnachmittag traf er den muslimischen Ältestenrat zum
 ..."		Menschenrechtler fordern, Papst  müsse Lage in Jemen anprangern	SZ
Wieder Gespräche in Jemen	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A102383914	2019-02-04	"Dubai - Nach wochenlangem Stillstand haben Vertreter der jemenitischen
Regierung und Rebellen am Sonntag ihre Waffenstillstandsgespräche unter
Vermittlung der Vereinten Nationen fortgesetzt. Die Gespräche fanden
auf einem UN-Schiff vor der umkämpften Hafenstadt Hodeida statt.
Geleitet wurden sie vom Chef der UN-Beobachtermission, dem
 ..."		AUSLAND	SZ
Riad soll  weiter  warten	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A107546881	2020-02-18	"Berlin - Wegen des anhaltenden Jemen-Kriegs fordert die SPD eine
Verlängerung des Rüstungsexportstopps für Saudi-Arabien bis mindestens
Ende des Jahres. ""Ohne grundlegende Kehrtwende Saudi-Arabiens im
Jemen-Krieg, eine der schlimmsten humanitären Katastrophen weltweit,
kann und darf es weiterhin keine Rüstungsexporte geben"", sagte die
 ..."		SPD will Stopp der Rüstungsexporte  wegen Jemen-Krieg verlängern	SZ
USA töten Anführer von Al-Qaida-Ableger im Jemen	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A107465921	2020-02-07	"... 
Das US-Militär hat nach Angaben von Präsident Donald Trump den Anführer
des Al-Qaida-Ablegers im Jemen getötet. Die Anti-Terror-Operation gegen
Qassim al-Rimi sei auf seinen Befehl hin erfolgt, teilte er mit. Nach
dessen Tod seien die USA und deren Verbündeten nun sicherer als zuvor.
""Wir werden das amerikanische Volk weiter schützen, indem wir
 ..."		Terrorismus	SZ
Nach den Regeln  des Deutschen	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A107427077	2020-02-04	"... 
allein: Antarctic Dream, konzipiert und gebaut für den Einsatz im Eis.
Es hat im Hafen von al-Hodeidah festgemacht, Jemen. Dort steigt die
Temperatur im Sommer auf über 40 Grad, es ist dann unerträglich schwül.
Das Schiff aus den 50er-Jahren wurde einst zum
Expeditionskreuzfahrtschiff umgebaut, zeigte Touristen die Welt. Wer
 ..."		Hodeidah, Jemen: Bundeswehr-Offizier Sebastian H. berichtet  von seinem Ein-Mann-Einsatz auf der arabischen Halbinsel	SZ
Tragödie  am Tor der Tränen	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A107417195	2020-02-03	"... 
der Bundeswehr, hat sich nun vorgenommen, sein Geburtsland den
Europäern zu erklären. Seine These: In Jemen tobt seit bald fünf Jahren
ein ""vergessener Krieg"". Die Folgen für die Zivilbevölkerung sind
dramatisch. Internationale Organisationen sprechen von der größten
Hungerkatastrophe und Cholera-Epidemie, die die Menschheitsgeschichte
 ..."		Said AlDailami will den Krieg in Jemen erklären	SZ
Bundesregierung genehmigt Waffenexporte an Kriegsallianz	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A100698998	2018-09-21	"Saudi-Arabien und die Vereinigten Emirate bekommen deutsche Waffen.
Damit brechen Union und SPD womöglich ihren Vorsatz, am Jemen-Krieg
beteiligte Länder nicht mit Rüstungsgütern zu beliefern.
Die Bundesregierung hat Waffenexporte an drei arabische Länder
genehmigt, die am Jemen-Krieg beteiligt sind. Der Bundessicherheitsrat
 ..."		Jemen	SZ
Waffensysteme  für Saudi-Arabien	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A100691314	2018-09-21	"... 
festgehalten, die Bundesregierung werde ""keine Ausfuhren an Länder
genehmigen, solange diese unmittelbar am Jemen-Krieg beteiligt sind"".
Nun berichtet das Redaktionsnetzwerk Deutschland über einen Brief von
Bundeswirtschaftsminister Peter Altmaier (CDU) an den
Wirtschaftsausschuss des Bundestags, aus dem hervorgeht, dass die
 ..."		Berlin genehmigt Rüstungsexporte  an Beteiligte des Jemen-Kriegs	SZ
Jemen-Gespräche gescheitert	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A100579831	2018-09-10	"... 
bei den Vereinten Nationen. Doch zumindest gab es Hoffnung, den Krieg
ein wenig eindämmen zu können, der in Jemen seit 2014 tobt und der nach
UN-Angaben die ""größte humanitäre Katastrophe der Gegenwart"" ausgelöst
hat: Zum ersten Mal seit 2016 sollten die Konfliktparteien in Genf zu
Friedensparteien zusammenkommen. Doch bevor die Verhandlungen überhaupt
 ..."		Da die Rebellen-Delegation nicht eintrifft, bricht Vermittler Griffiths Verhandlungen ab	SZ
Jemen-Konferenz gefährdet	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A100566258	2018-09-08	"Genf - Die Gespräche der Konfliktparteien im Jemenkrieg in Genf
verzögerten sich am Freitag wegen der Verspätung der
Rebellen-Delegation weiter. Die Regierungsdelegation droht dem
Saudi-Arabien nahestehenden Nachrichtenkanal Al-Arabija zufolge mit dem
Platzen der Gespräche, falls die Rebellen bis diesen Samstag nicht
 ..."		AUSLAND	SZ
Jemen-Gespräche beginnen	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A100555704	2018-09-07	"Sanaa/Genf -  Die Delegation der Rebellen ist noch immer nicht zu den
Jemen-Gesprächen aufgebrochen, die am Donnerstag in Genf begonnnen
haben. Der arabische Nachrichtenkanal Al-Arabija berichtete, eine von
Saudi-Arabien geführte Militärkoalition habe den Huthi-Rebellen eine
Flugerlaubnis erteilt, aber diese weigerten sich zu fliegen. Der
 ..."		NACHRICHTEN	SZ
Jemens Armee  vertreibt Huthis	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A74788344	2018-06-18	"... 
Dieses Modell hatte Saudi-Arabien, Führungsmacht der arabischen
Militärkoalition im Jemen-Krieg, ins Spiel gebracht. Laut VAE nehmen
die Huthis monatlich 30 bis 40Millionen Dollar ein, indem sie Zölle auf
eintreffende Waren erheben.
Die VAE haben aus taktischen Gründen und wegen des Drucks aus dem
 ..."		Truppen haben wohl Flughafen   einer wichtigen Hafenstadt erobert	SZ
Versorgung unter Beschuss	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A74762405	2018-06-15	"... 
die Vereinten Nationen und Hilfsorganisationen eindringlich vor einer
Katastrophe in Jemen, sollte der Hafen im Zuge der Gefechte unbrauchbar
werden oder sollten wichtige Verbindungen in den Nordjemen unterbrochen
werden.
Die Nothilfe-Koordinatorin der UN für Jemen, Lise Grande, sagte der
 ..."		Angesichts der von den Emiraten geführten Offensive auf die Hafenstadt Hodeidah warnen die UN vor Hungersnot und Cholera-Epidemie in Jemen	SZ
Angriff auf die Lebensader	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A74750784	2018-06-14	"... 
Kairo - Regierungstreue Truppen in Jemen haben mit Unterstützung der
Vereinigten Arabischen Emirate und Saudi-Arabiens eine Großoffensive
gestartet, um die strategisch bedeutende Hafenstadt Hodeidah von den
Huthi-Rebellen zurückzuerobern. Die von Riad geführte Militärallianz
verspricht sich davon eine Wende in dem mehr als drei Jahre währenden
 ..."		In Jemen hat die von Saudi-Arabien geführte Koalition eine Offensive auf die von Huthi-Rebellen  belagerte Hafenstadt Hodeidah gestartet. Die UN befürchten eine Hungersnot	SZ
Mörderisches Zeichen	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A74750764	2018-06-14	"... 
blockiert oder zerstört, sind sie abgeschnitten von Hilfslieferungen
und Lebensmitteln. In Jemen herrscht ohnehin schon die größte und
zugleich am wenigsten beachtete humanitäre Notsituation im Nahen Osten
und der ganzen Welt. Geht der geplante Sturm auf die strategisch
bedeutende Stadt am Roten Meer schief, werden Zehntausende sterben.
 ..."		JEMEN	SZ
Unglück vor Jemens Küste	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A74689799	2018-06-08	"... 
in Boosaaso in Somalia ablegte. An Bord seien Äthiopier gewesen, die
auf der Suche nach Arbeit womöglich über das Bürgerkriegsland Jemen in
die Golfstaaten weiterziehen wollten. Vor Tunesien waren am Wochenende
112 Menschen ums Leben gekommen, als ein Boot kenterte. 68 Menschen
konnten vor den Kerkenna-Inseln im Osten des Landes gerettet werden.
 ..."		AUSLAND	SZ
In Jemen droht die Katastrophe	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A74677847	2018-06-07	"Kairo - Der UN-Sonderbeauftragte für Jemen könnte die Hauptstadt Sanaa
gerade zur rechten Zeit besucht haben: Womöglich gelingt es ihm, eine
bevorstehende Schlacht um die Hafenstadt Hodeidah am Roten Meer
abzuwenden, die verheerende Folgen für das ganze Land haben könnte.
Nach seinen Gesprächen in Sanaa mit politischen Vertretern der
 ..."		Kommt es zum Sturm auf die Hafenstadt Hodeidah, wäre eine Hungersnot die Folge	SZ
Zwölf Kilo	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A111676835	2021-03-24	"Nach sechs Jahren Krieg: Der Kurzdokumentarfilm ""Hunger Ward"" zeigt die
humanitäre Krise in Jemen - und ruft zum Handeln auf.
Von Sabina Zollner
Es ist ein Krieg, der in Vergessenheit geraten ist. Sechs Jahre dauert
der Konflikt in Jemen schon an. Das ist vor allem eine humanitäre
 ..."		"Jemen-Dokumentation ""Hunger Ward"""	SZ
Saudische Initiative für Jemen	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A111522719	2021-03-23	"Riad - Saudi-Arabien hat eine sofortige Waffenruhe als Teil einer neuen
Friedensinitiative für das Bürgerkriegsland Jemen vorgeschlagen. Die
Waffenruhe könnte in Kraft treten, sobald die jemenitischen
Huthi-Rebellen ihr zustimmten, sagte der saudische Außenminister Faisal
bin Farhan Al Saud am Montag in Riad. Überwacht werden solle sie von
 ..."		KURZ GEMELDET	SZ
Mindestens 80 Menschen sterben bei Brand in Flüchtlingslager	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A111560097	2021-03-10	"... 
In Jemen kämpft ein von Saudi-Arabien geführtes Militärbündnis an der
Seite der Regierung gegen die von Iran unterstützten Huthi-Rebellen.
Trotz des Krieges brechen jedes Jahr Zehntausende Afrikaner nach Jemen
auf, unter anderem, um von dort auf der Suche nach Arbeit in Richtung
der reichen Golfstaaten zu reisen. Allein im Januar zählte die IOM die
 ..."		Jemen	SZ
Eine Schande	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A111388941	2021-03-03	"... 
Hilfsplan zu deutlich mehr als der Hälfte finanziert ist, kommt man
damit irgendwie durch. Nach dieser Regel wird Jemen nicht durchkommen,
sondern es werden Hunderttausende an Hunger und anderen indirekten
Folgen des Krieges sterben. Es ist eine Schande, dass bei der
UN-Geberkonferenz für das Bürgerkriegsland nur 1,7 Milliarden Dollar
 ..."		JEMEN	SZ
Eine Schande	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A111496884	2021-03-02	"... 
Hilfsplan zu deutlich mehr als der Hälfte finanziert ist, kommt man
damit irgendwie durch. Nach dieser Regel wird Jemen nicht durchkommen,
sondern es werden Hunderttausende an Hunger und anderen indirekten
Folgen des Krieges sterben. Es ist eine Schande, dass bei der
UN-Geberkonferenz für das Bürgerkriegsland gerade mal 1,7 Milliarden
 ..."		Jemen	SZ
Wenig Spenden für Jemen	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A111388520	2021-03-02	"Sanaa - Bei der diesjährigen UN-Geberkonferenz für Jemen sind nur rund
1,4 Milliarden Euro an Spenden zusammengekommen, weniger als die Hälfte
der benötigten Summe. Das Ergebnis sei ""enttäuschend"", teilte
UN-Generalsekretär António Guterres am Montagabend mit.  Angesichts
einer drohenden Hungersnot und Millionen Leidtragenden des Konflikts
 ..."			SZ
Zwischen Leben und Tod	https://archiv.szarchiv.de/Portal/restricted/Start.act?articleId=A111474893	2021-03-01	"... 
jagten Patriot-Luftabwehrraketen eine anfliegende ballistische Rakete,
abgefeuert von den Huthi-Milizen im Nachbarland Jemen . Das Triebwerk
des abgefangenen Geschosses durchschlug die Decke eines Wohnhauses.
Tags zuvor hatte die saudische Luftabwehr sechs mit Sprengsätzen
bestückte Drohnen abgeschossen, die auf Orte im Süden des Königreichs
 ..."		Jemen	SZ
